Title,Date
"Narcos: Mexico: Season 1: Camelot","12/1/18"
"F is for Family: Season 1: O Holy Moly Night","11/30/18"
"Archer: Season 9: A Discovery","11/29/18"
"Archer: Season 9: Comparative Wickedness of Civilized and Unenlightened Peoples","11/28/18"
"Archer: Season 9: Some Remarks on Cannibalism","11/28/18"
"Archer: Season 9: Strange Doings in the Taboo Groves","11/27/18"
"Archer: Season 9: A Warrior in Costume","11/27/18"
"Archer: Season 9: Different Modes of Preparing the Fruit","11/26/18"
"Archer: Season 9: Disheartening Situation","11/26/18"
"Archer: Season 9: Strange Pilot","11/25/18"
"Archer: Season 8: Auflösung","11/25/18"
"Archer: Season 8: Gramercy, Halberd!","11/25/18"
"Archer: Season 8: Waxing Gibbous","11/25/18"
"Archer: Season 8: Sleepers Wake","11/25/18"
"Archer: Season 8: Ladyfingers","11/24/18"
"Archer: Season 8: Jane Doe","11/24/18"
"Archer: Season 8: Berenice","11/24/18"
"Archer: Season 8: No Good Deed","11/24/18"
"Archer: Season 7: Deadly Velvet: Part II","11/24/18"
"Archer: Season 7: Deadly Velvet: Part I","11/24/18"
"Archer: Season 7: Liquid Lunch","11/24/18"
"Archer: Season 7: Double Indecency","11/24/18"
"Archer: Season 7: Bel Panto: Part II","11/24/18"
"Archer: Season 7: Bel Panto: Part I","11/24/18"
"Archer: Season 7: Motherless Child","11/24/18"
"Archer: Season 7: Deadly Prep","11/24/18"
"Archer: Season 7: The Handoff","11/23/18"
"Archer: Season 7: The Figgis Agency","11/23/18"
"Archer: Season 6: Drastic Voyage: Part II","11/23/18"
"Archer: Season 6: Drastic Voyage: Part I","11/23/18"
"Archer: Season 6: Achub Y Morfilod","11/22/18"
"Archer: Season 6: Reignition Sequence","11/22/18"
"Archer: Season 6: Pocket Listing","11/21/18"
"Outlaw King","11/21/18"
"Archer: Season 6: The Kanes","11/21/18"
"Archer: Season 6: Nellis","11/20/18"
"Archer: Season 6: Sitting","11/20/18"
"Archer: Season 6: Vision Quest","11/20/18"
"Archer: Season 6: The Archer Sanction","11/20/18"
"Archer: Season 6: Three to Tango","11/20/18"
"Archer: Season 6: Edie's Wedding","11/19/18"
"Archer: Season 6: The Holdout","11/19/18"
"Archer: Season 5: Archer Vice: Arrival / Departure","11/19/18"
"Archer: Season 5: Archer Vice: Filibuster","11/19/18"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part II","11/19/18"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part I","11/19/18"
"Archer: Season 5: Archer Vice: Baby Shower","11/19/18"
"Archer: Season 5: Archer Vice: On the Carpet","11/18/18"
"Archer: Season 5: Archer Vice: The Rules of Extraction","11/18/18"
"Archer: Season 5: Archer Vice: Smugglers' Blues","11/18/18"
"Archer: Season 5: Archer Vice: Southbound and Down","11/18/18"
"Archer: Season 5: Archer Vice: House Call","11/18/18"
"Archer: Season 4: The Honeymooners","11/18/18"
"Archer: Season 4: Coyote Lovely","11/17/18"
"Archer: Season 3: Space Race, Part 2","11/17/18"
"Archer: Season 4: Live and Let Dine","11/17/18"
"Archer: Season 4: Once Bitten","11/17/18"
"Archer: Season 4: Viscous Coupling","11/17/18"
"Archer: Season 4: Midnight Ron","11/17/18"
"Archer: Season 4: Legs","11/17/18"
"Archer: Season 4: The Wind Cries Mary","11/17/18"
"Archer: Season 4: Fugue and Riffs","11/16/18"
"Archer: Season 3: Space Race, Part 1","11/15/18"
"Archer: Season 3: Skin Game","11/15/18"
"Archer: Season 3: Crossing Over","11/15/18"
"Archer: Season 3: The Limited","11/15/18"
"Archer: Season 3: Bloody Ferlin","11/14/18"
"Archer: Season 3: Lo Scandalo","11/14/18"
"Archer: Season 3: Drift Problem","11/13/18"
"Archer: Season 3: El Contador","11/13/18"
"Archer: Season 3: The Man from Jupiter","11/13/18"
"Archer: Season 3: Heart of Archness, Part 3","11/13/18"
"Archer: Season 3: Heart of Archness, Part 2","11/12/18"
"Archer: Season 3: Heart of Archness, Part 1","11/12/18"
"Archer: Season 2: Double Trouble","11/12/18"
"Archer: Season 2: White Nights","11/12/18"
"Archer: Season 2: Jeu Monégasque","11/12/18"
"Archer: Season 2: El Secuestro","11/12/18"
"Archer: Season 2: Placebo Effect","11/12/18"
"Archer: Season 2: Stage Two","11/12/18"
"Archer: Season 2: A Going Concern","11/12/18"
"Archer: Season 2: Movie Star","11/11/18"
"Archer: Season 2: Tragical History","11/11/18"
"Archer: Season 2: The Double Deuce","11/11/18"
"Archer: Season 2: Pipeline Fever","11/11/18"
"Archer: Season 2: Blood Test","11/11/18"
"Archer: Season 2: Swiss Miss","11/11/18"
"Archer: Season 1: Dial M for Mother","11/11/18"
"Archer: Season 1: Job Offer","11/11/18"
"Archer: Season 1: The Rock","11/10/18"
"Archer: Season 1: Skytanic","11/10/18"
"Archer: Season 1: Skorpio","11/9/18"
"Archer: Season 1: Honeypot","11/9/18"
"Archer: Season 1: Killing Utne","11/8/18"
"Archer: Season 1: Diversity Hire","11/8/18"
"Archer: Season 1: Training Day","11/6/18"
"Archer: Season 1: Pilot: Mole Hunt","11/6/18"
"Bodyguard: Episode 1","11/5/18"
"How to Get Away With Murder: Pilot","10/27/18"
"F is for Family: Season 1: Bill Murphy’s Day Off","10/20/18"
"F is for Family: Season 1: 'F' is for Halloween","10/20/18"
"F is for Family: Season 1: The Trough","10/20/18"
"F is for Family: Season 1: Saturday Bloody Saturday","10/20/18"
"F is for Family: Season 1: The Bleedin’ in Sweden","10/19/18"
"Paradise PD: Part 1: Christmas in Paradise","10/19/18"
"El Chapo: Season 1: Episode 1","10/19/18"
"Ozark: Season 1: Nest Box","10/17/18"
"Paradise PD: Part 1: Parent Trap","10/16/18"
"Ozark: Season 1: Book of Ruth","10/16/18"
"Ozark: Season 1: Ruling Days","10/16/18"
"Ozark: Season 1: Tonight We Improvise","10/15/18"
"Paradise PD: Part 1: Task Force","10/14/18"
"Ozark: Season 1: My Dripping Sleep","10/14/18"
"Ozark: Season 1: Blue Cat","10/14/18"
"Ozark: Season 1: Sugarwood","10/14/18"
"Paradise PD: Part 1: Police Academy","10/13/18"
"Paradise PD: Part 1: Meet the Jabowskis","10/13/18"
"Peaky Blinders: Season 1: Episode 3","10/13/18"
"Peaky Blinders: Season 1: Episode 2","10/13/18"
"Peaky Blinders: Season 1: Episode 1","10/13/18"
"Big Mouth: Season 2: The Department of Puberty","10/13/18"
"Big Mouth: Season 2: Smooch or Share","10/11/18"
"Big Mouth: Season 2: Dark Side of the Boob","10/11/18"
"Big Mouth: Season 2: Guy Town","10/11/18"
"Big Mouth: Season 2: Drug Buddies","10/11/18"
"Big Mouth: Season 2: The Planned Parenthood Show","10/10/18"
"Big Mouth: Season 2: Steve the Virgin","10/10/18"
"Big Mouth: Season 2: The Shame Wizard","10/10/18"
"Big Mouth: Season 2: What Is It About Boobs?","10/10/18"
"Big Mouth: Season 2: Am I Normal?","10/10/18"
"Big Mouth: Season 1: The Pornscape","10/9/18"
"Big Mouth: Season 1: I Survived Jessi's Bat Mitzvah","10/9/18"
"Big Mouth: Season 1: The Head Push","10/8/18"
"Big Mouth: Season 1: Requiem for a Wet Dream","10/8/18"
"Big Mouth: Season 1: Pillow Talk","10/8/18"
"Big Mouth: Season 1: Girls Are Horny Too","10/8/18"
"Big Mouth: Season 1: Sleepover: A Harrowing Ordeal of Emotional Brutality","10/8/18"
"Big Mouth: Season 1: Am I Gay?","10/8/18"
"Paradise PD: Part 1: Dungeons & Dragnet","10/7/18"
"Brooklyn Nine-Nine: Season 1: The Tagger","10/7/18"
"Brooklyn Nine-Nine: Season 1: Pilot","10/7/18"
"Paradise PD: Part 1: Karla","10/6/18"
"Paradise PD: Part 1: Black & Blue","10/5/18"
"Rick and Morty: Season 3: Rest and Ricklaxation","10/2/18"
"Rick and Morty: Season 3: The Whirly Dirly Conspiracy","10/2/18"
"Rick and Morty: Season 3: Vindicators 3:  The Return of Worldender","10/2/18"
"Rick and Morty: Season 3: Pickle Rick","10/2/18"
"Suits: Season 7: Donna","10/2/18"
"Suits: Season 7: Shame","10/2/18"
"Suits: Season 7: 100","10/1/18"
"Suits: Season 7: Full Disclosure","10/1/18"
"Suits: Season 7: Home to Roost","9/30/18"
"Suits: Season 7: Brooklyn Housing","9/30/18"
"Rick and Morty: Season 3: Rickmancing the Stone","9/29/18"
"Rick and Morty: Season 3: The Rickshank Rickdemption","9/29/18"
"Rick and Morty: Season 2: The Wedding Squanchers","9/29/18"
"Rick and Morty: Season 2: Look Who's Purging Now","9/29/18"
"The Untouchables","9/26/18"
"Suits: Season 5: Denial","9/23/18"
"Central Intelligence","9/21/18"
"Rick and Morty: Season 2: The Ricks Must Be Crazy","9/21/18"
"Rick and Morty: Season 2: Get Schwifty","9/21/18"
"Rick and Morty: Season 2: Total Rickall","9/19/18"
"Rick and Morty: Season 2: Auto Erotic Assimilation","9/19/18"
"Suits: Season 2: Blind-Sided","9/18/18"
"Rick and Morty: Season 2: Mortynight Run","9/14/18"
"Rick and Morty: Season 2: A Rickle in Time","9/14/18"
"Bright","9/14/18"
"Cocaine Coast: Chapter 1: 1981","9/14/18"
